,field,ra,dec
1172,SPLUS-n11s09,161.2375,-13.53055556
1173,SPLUS-n11s10,162.625,-13.53055556
1174,SPLUS-n11s11,164.0166667,-13.53055556
1175,SPLUS-n11s12,165.4041667,-13.53055556
1176,SPLUS-n11s13,166.7958333,-13.53055556
1177,SPLUS-n11s14,168.1833333,-13.53055556
1178,SPLUS-n11s15,169.575,-13.53055556
1179,SPLUS-n11s16,170.9666667,-13.53055556
1180,SPLUS-n11s17,172.3541667,-13.53055556
1181,SPLUS-n11s18,173.7458333,-13.53055556
1182,SPLUS-n11s19,175.1333333,-13.53055556
1183,SPLUS-n11s20,176.525,-13.53055556
1184,SPLUS-n11s21,177.9166667,-13.53055556
1185,SPLUS-n11s22,179.3041667,-13.53055556
1186,SPLUS-n11s23,180.6958333,-13.53055556
1187,SPLUS-n11s24,182.0833333,-13.53055556
1188,SPLUS-n11s25,183.475,-13.53055556
1189,SPLUS-n11s26,184.8666667,-13.53055556
1190,SPLUS-n11s27,186.2541667,-13.53055556
1191,SPLUS-n11s28,187.6458333,-13.53055556
1192,SPLUS-n11s29,189.0333333,-13.53055556
1193,SPLUS-n11s30,190.425,-13.53055556
1194,SPLUS-n11s31,191.8166667,-13.53055556
1195,SPLUS-n11s32,193.2041667,-13.53055556
1196,SPLUS-n11s33,194.5958333,-13.53055556
1197,SPLUS-n11s34,195.9833333,-13.53055556
1198,SPLUS-n11s35,197.375,-13.53055556
1199,SPLUS-n11s36,198.7625,-13.53055556
1200,SPLUS-n11s37,200.1541667,-13.53055556
1201,SPLUS-n11s38,201.5458333,-13.53055556
1202,SPLUS-n11s39,202.9333333,-13.53055556
1203,SPLUS-n11s40,204.325,-13.53055556
1204,SPLUS-n11s41,205.7125,-13.53055556
1205,SPLUS-n11s42,207.1041667,-13.53055556
1206,SPLUS-n11s43,208.4958333,-13.53055556
1207,SPLUS-n11s44,209.8833333,-13.53055556
1208,SPLUS-n11s46,212.6625,-13.53055556
1209,SPLUS-n11s47,214.0541667,-13.53055556
1210,SPLUS-n11s48,215.4458333,-13.53055556
1211,SPLUS-n11s49,216.8333333,-13.53055556
1212,SPLUS-n11s50,218.225,-13.53055556
1213,SPLUS-n11s51,219.6125,-13.53055556
1214,SPLUS-n11s52,221.0041667,-13.53055556
1215,SPLUS-n11s53,222.3958333,-13.53055556
1216,SPLUS-n11s54,223.7833333,-13.53055556
1217,SPLUS-n11s55,225.175,-13.53055556
1218,SPLUS-n12s01,151.2833333,-14.87583333
1219,SPLUS-n12s02,152.6833333,-14.87583333
1220,SPLUS-n12s03,154.0875,-14.87583333
1221,SPLUS-n12s04,155.4875,-14.87583333
1222,SPLUS-n12s05,156.8875,-14.87583333
1223,SPLUS-n12s06,158.2875,-14.87583333
1224,SPLUS-n12s07,159.6875,-14.87583333
1225,SPLUS-n12s08,161.0875,-14.87583333
1226,SPLUS-n12s09,162.4916667,-14.87583333
1227,SPLUS-n12s10,163.8916667,-14.87583333
1228,SPLUS-n12s11,165.2916667,-14.87583333
1229,SPLUS-n12s12,166.6916667,-14.87583333
1230,SPLUS-n12s13,168.0916667,-14.87583333
1231,SPLUS-n12s14,169.4958333,-14.87583333
1232,SPLUS-n12s15,170.8958333,-14.87583333
1233,SPLUS-n12s16,172.2958333,-14.87583333
1234,SPLUS-n12s17,173.6958333,-14.87583333
1235,SPLUS-n12s18,175.0958333,-14.87583333
1236,SPLUS-n12s19,176.5,-14.87583333
1237,SPLUS-n12s20,177.9,-14.87583333
1238,SPLUS-n12s21,179.3,-14.87583333
1239,SPLUS-n12s22,180.7,-14.87583333
1240,SPLUS-n12s23,182.1,-14.87583333
1241,SPLUS-n12s24,183.5,-14.87583333
1242,SPLUS-n12s25,184.9041667,-14.87583333
1243,SPLUS-n12s26,186.3041667,-14.87583333
1244,SPLUS-n12s27,187.7041667,-14.87583333
1245,SPLUS-n12s28,189.1041667,-14.87583333
1246,SPLUS-n12s29,190.5041667,-14.87583333
1247,SPLUS-n12s30,191.9083333,-14.87583333
1248,SPLUS-n12s31,193.3083333,-14.87583333
1249,SPLUS-n12s32,194.7083333,-14.87583333
1250,SPLUS-n12s33,196.1083333,-14.87583333
1251,SPLUS-n12s34,197.5083333,-14.87583333
1252,SPLUS-n12s35,198.9125,-14.87583333
1253,SPLUS-n12s36,200.3125,-14.87583333
1254,SPLUS-n12s37,201.7125,-14.87583333
1255,SPLUS-n12s38,203.1125,-14.87583333
1256,SPLUS-n12s39,204.5125,-14.87583333
1257,SPLUS-n12s40,205.9125,-14.87583333
1258,SPLUS-n12s41,207.3166667,-14.87583333
1259,SPLUS-n12s42,208.7166667,-14.87583333
1260,SPLUS-n12s43,210.1166667,-14.87583333
1261,SPLUS-n12s44,211.5166667,-14.87583333
1262,SPLUS-n12s45,212.9166667,-14.87583333
1263,SPLUS-n12s46,214.3208333,-14.87583333
1264,SPLUS-n12s47,215.7208333,-14.87583333
1265,SPLUS-n12s48,217.1208333,-14.87583333
1266,SPLUS-n12s49,218.5208333,-14.87583333
1267,SPLUS-n12s50,219.9208333,-14.87583333
1268,SPLUS-n12s51,221.325,-14.87583333
1269,SPLUS-n12s52,222.725,-14.87583333
1270,SPLUS-n12s53,224.125,-14.87583333
1271,SPLUS-n13s01,150.4708333,-16.21972222
1272,SPLUS-n13s02,151.875,-16.21972222
1273,SPLUS-n13s03,153.2833333,-16.21972222
1274,SPLUS-n13s04,154.6875,-16.21972222
1275,SPLUS-n13s05,156.0958333,-16.21972222
1276,SPLUS-n13s06,157.5,-16.21972222
1277,SPLUS-n13s07,158.9083333,-16.21972222
1278,SPLUS-n13s08,160.3125,-16.21972222
1279,SPLUS-n13s09,161.7208333,-16.21972222
1280,SPLUS-n13s10,163.125,-16.21972222
1281,SPLUS-n13s11,164.5333333,-16.21972222
1282,SPLUS-n13s12,165.9375,-16.21972222
1283,SPLUS-n13s13,167.3458333,-16.21972222
1284,SPLUS-n13s14,168.75,-16.21972222
1285,SPLUS-n13s15,170.1583333,-16.21972222
1286,SPLUS-n13s16,171.5625,-16.21972222
1287,SPLUS-n13s17,172.9708333,-16.21972222
1288,SPLUS-n13s18,174.375,-16.21972222
1289,SPLUS-n13s19,175.7833333,-16.21972222
1290,SPLUS-n13s20,177.1875,-16.21972222
1291,SPLUS-n13s21,178.5958333,-16.21972222
1292,SPLUS-n13s22,180.0,-16.21972222
1293,SPLUS-n13s23,181.4083333,-16.21972222
1294,SPLUS-n13s24,182.8125,-16.21972222
1295,SPLUS-n13s25,184.2208333,-16.21972222
1296,SPLUS-n13s26,185.625,-16.21972222
1297,SPLUS-n13s27,187.0333333,-16.21972222
1298,SPLUS-n13s28,188.4375,-16.21972222
1299,SPLUS-n13s29,189.8458333,-16.21972222
1300,SPLUS-n13s30,191.25,-16.21972222
1301,SPLUS-n13s31,192.6583333,-16.21972222
1302,SPLUS-n13s32,194.0625,-16.21972222
1303,SPLUS-n13s33,195.4708333,-16.21972222
1304,SPLUS-n13s34,196.875,-16.21972222
1305,SPLUS-n13s35,198.2833333,-16.21972222
1306,SPLUS-n13s36,199.6875,-16.21972222
1307,SPLUS-n13s37,201.0958333,-16.21972222
1308,SPLUS-n13s38,202.5,-16.21972222
1309,SPLUS-n13s39,203.9083333,-16.21972222
1310,SPLUS-n13s40,205.3125,-16.21972222
1311,SPLUS-n13s41,206.7208333,-16.21972222
1312,SPLUS-n13s42,208.125,-16.21972222
1313,SPLUS-n13s43,209.5333333,-16.21972222
1314,SPLUS-n13s45,210.9375,-16.21972222
1315,SPLUS-n13s46,212.3458333,-16.21972222
1316,SPLUS-n13s47,213.75,-16.21972222
1317,SPLUS-n13s48,215.1583333,-16.21972222
1318,SPLUS-n13s49,216.5625,-16.21972222
1319,SPLUS-n13s50,217.9708333,-16.21972222
1320,SPLUS-n13s51,219.375,-16.21972222
1321,SPLUS-n13s52,220.7833333,-16.21972222
1322,SPLUS-n13s53,222.1875,-16.21972222
1323,SPLUS-n13s54,223.5958333,-16.21972222
1324,SPLUS-n13s55,225.0,-16.21972222
1325,SPLUS-n14s01,150.2375,-17.56222222
1326,SPLUS-n14s02,151.6541667,-17.56222222
1327,SPLUS-n14s03,153.0708333,-17.56222222
1328,SPLUS-n14s04,154.4875,-17.56222222
1329,SPLUS-n14s05,155.9041667,-17.56222222
1330,SPLUS-n14s06,157.3208333,-17.56222222
1331,SPLUS-n14s07,158.7416667,-17.56222222
1332,SPLUS-n14s08,160.1583333,-17.56222222
1333,SPLUS-n14s09,161.575,-17.56222222
1334,SPLUS-n14s10,162.9916667,-17.56222222
1335,SPLUS-n14s11,164.4083333,-17.56222222
1336,SPLUS-n14s12,165.825,-17.56222222
1337,SPLUS-n14s13,167.2458333,-17.56222222
1338,SPLUS-n14s14,168.6625,-17.56222222
1339,SPLUS-n14s15,170.0791667,-17.56222222
1340,SPLUS-n14s16,171.4958333,-17.56222222
1341,SPLUS-n14s17,172.9125,-17.56222222
1342,SPLUS-n14s18,174.3291667,-17.56222222
1343,SPLUS-n14s19,175.75,-17.56222222
1344,SPLUS-n14s20,177.1666667,-17.56222222
1345,SPLUS-n14s21,178.5833333,-17.56222222
1346,SPLUS-n14s22,180.0,-17.56222222
1347,SPLUS-n14s23,181.4166667,-17.56222222
1348,SPLUS-n14s24,182.8333333,-17.56222222
1349,SPLUS-n14s25,184.25,-17.56222222
1350,SPLUS-n14s26,185.6708333,-17.56222222
1351,SPLUS-n14s27,187.0875,-17.56222222
1352,SPLUS-n14s28,188.5041667,-17.56222222
1353,SPLUS-n14s29,189.9208333,-17.56222222
1354,SPLUS-n14s30,191.3375,-17.56222222
1355,SPLUS-n14s31,192.7541667,-17.56222222
1356,SPLUS-n14s32,194.175,-17.56222222
1357,SPLUS-n14s33,195.5916667,-17.56222222
1358,SPLUS-n14s34,197.0083333,-17.56222222
1359,SPLUS-n14s35,198.425,-17.56222222
1360,SPLUS-n14s36,199.8416667,-17.56222222
1361,SPLUS-n14s37,201.2583333,-17.56222222
1362,SPLUS-n14s38,202.6791667,-17.56222222
1363,SPLUS-n14s39,204.0958333,-17.56222222
1364,SPLUS-n14s40,205.5125,-17.56222222
1365,SPLUS-n14s41,206.9291667,-17.56222222
1366,SPLUS-n14s42,208.3458333,-17.56222222
1367,SPLUS-n14s43,209.7625,-17.56222222
1368,SPLUS-n14s44,211.1791667,-17.56222222
1369,SPLUS-n14s45,212.6,-17.56222222
1370,SPLUS-n14s46,214.0166667,-17.56222222
1371,SPLUS-n14s47,215.4333333,-17.56222222
1372,SPLUS-n14s48,216.85,-17.56222222
1373,SPLUS-n14s49,218.2666667,-17.56222222
1374,SPLUS-n14s50,219.6833333,-17.56222222
1375,SPLUS-n14s51,221.1041667,-17.56222222
1376,SPLUS-n14s52,222.5208333,-17.56222222
1377,SPLUS-n14s53,223.9375,-17.56222222
1378,SPLUS-n15s01,150.0,-18.90305556
1379,SPLUS-n15s02,151.4291667,-18.90305556
1380,SPLUS-n15s03,152.8583333,-18.90305556
1381,SPLUS-n15s04,154.2875,-18.90305556
1382,SPLUS-n15s05,155.7125,-18.90305556
1383,SPLUS-n15s06,157.1416667,-18.90305556
1384,SPLUS-n15s07,158.5708333,-18.90305556
1385,SPLUS-n15s08,160.0,-18.90305556
1386,SPLUS-n15s09,161.4291667,-18.90305556
1387,SPLUS-n15s10,162.8583333,-18.90305556
1388,SPLUS-n15s11,164.2875,-18.90305556
1389,SPLUS-n15s12,165.7125,-18.90305556
1390,SPLUS-n15s13,167.1416667,-18.90305556
1391,SPLUS-n15s14,168.5708333,-18.90305556
1392,SPLUS-n15s15,170.0,-18.90305556
1393,SPLUS-n15s16,171.4291667,-18.90305556
1394,SPLUS-n15s17,172.8583333,-18.90305556
1395,SPLUS-n15s18,174.2875,-18.90305556
1396,SPLUS-n15s19,175.7125,-18.90305556
1397,SPLUS-n15s20,177.1416667,-18.90305556
1398,SPLUS-n15s21,178.5708333,-18.90305556
1399,SPLUS-n15s22,180.0,-18.90305556
1400,SPLUS-n15s23,181.4291667,-18.90305556
1401,SPLUS-n15s24,182.8583333,-18.90305556
1402,SPLUS-n15s25,184.2875,-18.90305556
1403,SPLUS-n15s26,185.7125,-18.90305556
1404,SPLUS-n15s27,187.1416667,-18.90305556
1405,SPLUS-n15s28,188.5708333,-18.90305556
1406,SPLUS-n15s29,190.0,-18.90305556
1407,SPLUS-n15s30,191.4291667,-18.90305556
1408,SPLUS-n15s31,192.8583333,-18.90305556
1409,SPLUS-n15s32,194.2875,-18.90305556
1410,SPLUS-n15s33,195.7125,-18.90305556
1411,SPLUS-n15s34,197.1416667,-18.90305556
1412,SPLUS-n15s35,198.5708333,-18.90305556
1413,SPLUS-n15s36,200.0,-18.90305556
1414,SPLUS-n15s37,201.4291667,-18.90305556
1415,SPLUS-n15s38,202.8583333,-18.90305556
1416,SPLUS-n15s39,204.2875,-18.90305556
1417,SPLUS-n15s40,205.7125,-18.90305556
1418,SPLUS-n15s41,207.1416667,-18.90305556
1419,SPLUS-n15s42,208.5708333,-18.90305556
1420,SPLUS-n15s43,210.0,-18.90305556
1421,SPLUS-n15s44,211.4291667,-18.90305556
1422,SPLUS-n15s45,212.8583333,-18.90305556
1423,SPLUS-n15s46,214.2875,-18.90305556
1424,SPLUS-n15s47,215.7125,-18.90305556
1425,SPLUS-n15s48,217.1416667,-18.90305556
1426,SPLUS-n15s49,218.5708333,-18.90305556
1427,SPLUS-n15s50,220.0,-18.90305556
1428,SPLUS-n15s51,221.4291667,-18.90305556
1429,SPLUS-n15s52,222.8583333,-18.90305556
1430,SPLUS-n15s53,224.2875,-18.90305556
1431,SPLUS-n16s01,151.2,-20.24277778
1432,SPLUS-n16s02,152.6416667,-20.24277778
1433,SPLUS-n16s03,154.0791667,-20.24277778
1434,SPLUS-n16s04,155.5208333,-20.24277778
1435,SPLUS-n16s05,156.9583333,-20.24277778
1436,SPLUS-n16s06,158.4,-20.24277778
1437,SPLUS-n16s07,159.8416667,-20.24277778
1438,SPLUS-n16s08,161.2791667,-20.24277778
1439,SPLUS-n16s09,162.7208333,-20.24277778
1440,SPLUS-n16s10,164.1583333,-20.24277778
1441,SPLUS-n16s11,165.6,-20.24277778
1442,SPLUS-n16s12,167.0416667,-20.24277778
1443,SPLUS-n16s13,168.4791667,-20.24277778
1444,SPLUS-n16s14,169.9208333,-20.24277778
1445,SPLUS-n16s15,171.3583333,-20.24277778
1446,SPLUS-n16s16,172.8,-20.24277778
1447,SPLUS-n16s17,174.2416667,-20.24277778
1448,SPLUS-n16s18,175.6791667,-20.24277778
1449,SPLUS-n16s19,177.1208333,-20.24277778
1450,SPLUS-n16s20,178.5583333,-20.24277778
1451,SPLUS-n16s21,180.0,-20.24277778
1452,SPLUS-n16s22,181.4416667,-20.24277778
1453,SPLUS-n16s23,182.8791667,-20.24277778
1454,SPLUS-n16s24,184.3208333,-20.24277778
1455,SPLUS-n16s25,185.7583333,-20.24277778
1456,SPLUS-n16s26,187.2,-20.24277778
1457,SPLUS-n16s27,188.6416667,-20.24277778
1458,SPLUS-n16s28,190.0791667,-20.24277778
1459,SPLUS-n16s29,191.5208333,-20.24277778
1460,SPLUS-n16s30,192.9583333,-20.24277778
1461,SPLUS-n16s31,194.4,-20.24277778
1462,SPLUS-n16s32,195.8416667,-20.24277778
1463,SPLUS-n16s33,197.2791667,-20.24277778
1464,SPLUS-n16s34,198.7208333,-20.24277778
1465,SPLUS-n16s35,200.1583333,-20.24277778
1466,SPLUS-n16s36,201.6,-20.24277778
1467,SPLUS-n16s37,203.0416667,-20.24277778
1468,SPLUS-n16s38,204.4791667,-20.24277778
1469,SPLUS-n16s39,205.9208333,-20.24277778
1470,SPLUS-n16s40,207.3583333,-20.24277778
1471,SPLUS-n16s41,208.8,-20.24277778
1472,SPLUS-n16s42,210.2416667,-20.24277778
1473,SPLUS-n16s43,211.6791667,-20.24277778
1474,SPLUS-n16s44,213.1208333,-20.24277778
1475,SPLUS-n16s45,214.5583333,-20.24277778
1476,SPLUS-n16s46,216.0,-20.24277778
1477,SPLUS-n16s47,217.4416667,-20.24277778
1478,SPLUS-n16s48,218.8791667,-20.24277778
1479,SPLUS-n16s49,220.3208333,-20.24277778
1480,SPLUS-n16s50,221.7583333,-20.24277778
1481,SPLUS-n16s51,223.2,-20.24277778
1482,SPLUS-n16s52,224.6416667,-20.24277778
1483,SPLUS-n17s01,150.9666667,-21.58055556
1484,SPLUS-n17s02,152.4208333,-21.58055556
1485,SPLUS-n17s03,153.8708333,-21.58055556
1486,SPLUS-n17s04,155.3208333,-21.58055556
1487,SPLUS-n17s05,156.775,-21.58055556
1488,SPLUS-n17s06,158.225,-21.58055556
1489,SPLUS-n17s07,159.6791667,-21.58055556
1490,SPLUS-n17s08,161.1291667,-21.58055556
1491,SPLUS-n17s09,162.5791667,-21.58055556
1492,SPLUS-n17s10,164.0333333,-21.58055556
1493,SPLUS-n17s11,165.4833333,-21.58055556
1494,SPLUS-n17s12,166.9375,-21.58055556
1495,SPLUS-n17s13,168.3875,-21.58055556
1496,SPLUS-n17s14,169.8375,-21.58055556
1497,SPLUS-n17s15,171.2916667,-21.58055556
1498,SPLUS-n17s16,172.7416667,-21.58055556
1499,SPLUS-n17s17,174.1916667,-21.58055556
1500,SPLUS-n17s18,175.6458333,-21.58055556
1501,SPLUS-n17s19,177.0958333,-21.58055556
1502,SPLUS-n17s20,178.55,-21.58055556
1503,SPLUS-n17s21,180.0,-21.58055556
1504,SPLUS-n17s22,181.45,-21.58055556
1505,SPLUS-n17s23,182.9041667,-21.58055556
1506,SPLUS-n17s24,184.3541667,-21.58055556
1507,SPLUS-n17s25,185.8083333,-21.58055556
1508,SPLUS-n17s26,187.2583333,-21.58055556
1509,SPLUS-n17s27,188.7083333,-21.58055556
1510,SPLUS-n17s28,190.1625,-21.58055556
1511,SPLUS-n17s29,191.6125,-21.58055556
1512,SPLUS-n17s30,193.0625,-21.58055556
1513,SPLUS-n17s31,194.5166667,-21.58055556
1514,SPLUS-n17s32,195.9666667,-21.58055556
1515,SPLUS-n17s33,197.4208333,-21.58055556
1516,SPLUS-n17s34,198.8708333,-21.58055556
1517,SPLUS-n17s35,200.3208333,-21.58055556
1518,SPLUS-n17s36,201.775,-21.58055556
1519,SPLUS-n17s37,203.225,-21.58055556
1520,SPLUS-n17s38,204.6791667,-21.58055556
1521,SPLUS-n17s39,206.1291667,-21.58055556
1522,SPLUS-n17s40,207.5791667,-21.58055556
1523,SPLUS-n17s41,209.0333333,-21.58055556
1524,SPLUS-n17s42,210.4833333,-21.58055556
1525,SPLUS-n17s43,211.9375,-21.58055556
1526,SPLUS-n17s44,213.3875,-21.58055556
1527,SPLUS-n17s45,214.8375,-21.58055556
1528,SPLUS-n17s46,216.2916667,-21.58055556
1529,SPLUS-n17s47,217.7416667,-21.58055556
1530,SPLUS-n17s48,219.1916667,-21.58055556
1531,SPLUS-n17s49,220.6458333,-21.58055556
1532,SPLUS-n17s50,222.0958333,-21.58055556
1533,SPLUS-n17s51,223.55,-21.58055556
1534,SPLUS-n17s52,225.0,-21.58055556
1535,SPLUS-n18s01,150.7333333,-22.91722222
1536,SPLUS-n18s02,152.1958333,-22.91722222
1537,SPLUS-n18s03,153.6583333,-22.91722222
1538,SPLUS-n18s04,155.1208333,-22.91722222
1539,SPLUS-n18s05,156.5833333,-22.91722222
1540,SPLUS-n18s06,158.05,-22.91722222
1541,SPLUS-n18s07,159.5125,-22.91722222
1542,SPLUS-n18s08,160.975,-22.91722222
1543,SPLUS-n18s09,162.4375,-22.91722222
1544,SPLUS-n18s10,163.9041667,-22.91722222
1545,SPLUS-n18s11,165.3666667,-22.91722222
1546,SPLUS-n18s12,166.8291667,-22.91722222
1547,SPLUS-n18s13,168.2916667,-22.91722222
1548,SPLUS-n18s14,169.7541667,-22.91722222
1549,SPLUS-n18s15,171.2208333,-22.91722222
1550,SPLUS-n18s16,172.6833333,-22.91722222
1551,SPLUS-n18s17,174.1458333,-22.91722222
1552,SPLUS-n18s18,175.6083333,-22.91722222
1553,SPLUS-n18s19,177.075,-22.91722222
1554,SPLUS-n18s20,178.5375,-22.91722222
1555,SPLUS-n18s21,180.0,-22.91722222
1556,SPLUS-n18s22,181.4625,-22.91722222
1557,SPLUS-n18s23,182.925,-22.91722222
1558,SPLUS-n18s24,184.3916667,-22.91722222
1559,SPLUS-n18s25,185.8541667,-22.91722222
1560,SPLUS-n18s26,187.3166667,-22.91722222
1561,SPLUS-n18s27,188.7791667,-22.91722222
1562,SPLUS-n18s28,190.2458333,-22.91722222
1563,SPLUS-n18s29,191.7083333,-22.91722222
1564,SPLUS-n18s30,193.1708333,-22.91722222
1565,SPLUS-n18s31,194.6333333,-22.91722222
1566,SPLUS-n18s32,196.0958333,-22.91722222
1567,SPLUS-n18s33,197.5625,-22.91722222
1568,SPLUS-n18s34,199.025,-22.91722222
1569,SPLUS-n18s35,200.4875,-22.91722222
1570,SPLUS-n18s36,201.95,-22.91722222
1571,SPLUS-n18s37,203.4166667,-22.91722222
1572,SPLUS-n18s38,204.8791667,-22.91722222
1573,SPLUS-n18s39,206.3416667,-22.91722222
1574,SPLUS-n18s40,207.8041667,-22.91722222
1575,SPLUS-n18s41,209.2666667,-22.91722222
1576,SPLUS-n18s42,210.7333333,-22.91722222
1577,SPLUS-n18s43,212.1958333,-22.91722222
1578,SPLUS-n18s44,213.6583333,-22.91722222
1579,SPLUS-n18s45,215.1208333,-22.91722222
1580,SPLUS-n18s46,216.5833333,-22.91722222
1581,SPLUS-n18s47,218.05,-22.91722222
1582,SPLUS-n18s48,219.5125,-22.91722222
1583,SPLUS-n18s49,220.975,-22.91722222
1584,SPLUS-n18s50,222.4375,-22.91722222
1585,SPLUS-n18s51,223.9041667,-22.91722222
1586,SPLUS-n19s01,165.0,-24.25361111
1587,SPLUS-n19s02,166.475,-24.25361111
1588,SPLUS-n19s03,167.95,-24.25361111
1589,SPLUS-n19s04,169.425,-24.25361111
1590,SPLUS-n19s05,170.9,-24.25361111
1591,SPLUS-n19s06,172.375,-24.25361111
1592,SPLUS-n19s07,173.85,-24.25361111
1593,SPLUS-n19s08,175.325,-24.25361111
1594,SPLUS-n19s09,176.8,-24.25361111
1595,SPLUS-n19s10,178.275,-24.25361111
1596,SPLUS-n19s11,179.75,-24.25361111
1597,SPLUS-n19s12,181.225,-24.25361111
1598,SPLUS-n19s13,182.7,-24.25361111
1599,SPLUS-n19s14,184.175,-24.25361111
1600,SPLUS-n19s15,185.65,-24.25361111
1601,SPLUS-n19s16,187.125,-24.25361111
1602,SPLUS-n19s17,188.6,-24.25361111
1603,SPLUS-n19s18,190.075,-24.25361111
1604,SPLUS-n19s19,191.55,-24.25361111
1605,SPLUS-n19s20,193.025,-24.25361111
1606,SPLUS-n19s21,194.5,-24.25361111
1607,SPLUS-n19s22,195.975,-24.25361111
1608,SPLUS-n19s23,197.45,-24.25361111
1609,SPLUS-n19s24,198.925,-24.25361111
1610,SPLUS-n19s25,200.4,-24.25361111
1611,SPLUS-n19s26,201.875,-24.25361111
1612,SPLUS-n19s27,203.35,-24.25361111
1613,SPLUS-n19s28,204.825,-24.25361111
1614,SPLUS-n19s29,206.3,-24.25361111
1615,SPLUS-n19s30,207.775,-24.25361111
1616,SPLUS-n19s31,209.25,-24.25361111
1617,SPLUS-n19s32,210.725,-24.25361111
1618,SPLUS-n19s33,212.2,-24.25361111
1619,SPLUS-n19s34,213.675,-24.25361111
1620,SPLUS-n19s35,215.15,-24.25361111
1621,SPLUS-n19s36,216.625,-24.25361111
1622,SPLUS-n19s37,218.1,-24.25361111
1623,SPLUS-n19s38,219.575,-24.25361111
1624,SPLUS-n19s39,221.05,-24.25361111
1625,SPLUS-n19s40,222.525,-24.25361111
1626,SPLUS-n19s41,224.0,-24.25361111
1627,SPLUS-n20s01,165.0,-25.59
1628,SPLUS-n20s02,166.4875,-25.59
1629,SPLUS-n20s03,167.975,-25.59
1630,SPLUS-n20s04,169.4625,-25.59
1631,SPLUS-n20s05,170.95,-25.59
1632,SPLUS-n20s06,172.4375,-25.59
1633,SPLUS-n20s07,173.925,-25.59
1634,SPLUS-n20s08,175.4125,-25.59
1635,SPLUS-n20s09,176.9,-25.59
1636,SPLUS-n20s10,178.3875,-25.59
1637,SPLUS-n20s11,179.875,-25.59
1638,SPLUS-n20s12,181.3625,-25.59
1639,SPLUS-n20s13,182.85,-25.59
1640,SPLUS-n20s14,184.3375,-25.59
1641,SPLUS-n20s15,185.825,-25.59
1642,SPLUS-n20s16,187.3125,-25.59
1643,SPLUS-n20s17,188.8,-25.59
1644,SPLUS-n20s18,190.2875,-25.59
1645,SPLUS-n20s19,191.775,-25.59
1646,SPLUS-n20s20,193.2625,-25.59
1647,SPLUS-n20s21,194.75,-25.59
1648,SPLUS-n20s22,196.2375,-25.59
1649,SPLUS-n20s23,197.725,-25.59
1650,SPLUS-n20s24,199.2125,-25.59
1651,SPLUS-n20s25,200.7,-25.59
1652,SPLUS-n20s26,202.1875,-25.59
1653,SPLUS-n20s27,203.675,-25.59
1654,SPLUS-n20s28,205.1625,-25.59
1655,SPLUS-n20s29,206.65,-25.59
1656,SPLUS-n20s30,208.1375,-25.59
1657,SPLUS-n20s31,209.625,-25.59
1658,SPLUS-n20s32,211.1125,-25.59
1659,SPLUS-n20s33,212.6,-25.59
1660,SPLUS-n20s34,214.0875,-25.59
1661,SPLUS-n20s35,215.575,-25.59
1662,SPLUS-n20s36,217.0625,-25.59
1663,SPLUS-n20s37,218.55,-25.59
1664,SPLUS-n20s38,220.0375,-25.59
1665,SPLUS-n20s39,221.525,-25.59
1666,SPLUS-n20s40,223.0125,-25.59
1667,SPLUS-n20s41,224.5,-25.59
1668,SPLUS-s02s01,324.6791667,-1.359166667
1669,SPLUS-s02s02,326.0375,-1.359166667
1670,SPLUS-s02s03,327.3958333,-1.359166667
1671,SPLUS-s02s04,328.7541667,-1.359166667
1672,SPLUS-s02s05,330.1125,-1.359166667
1673,SPLUS-s02s06,331.4708333,-1.359166667
1674,SPLUS-s02s07,332.8291667,-1.359166667
1675,SPLUS-s02s08,334.1875,-1.359166667
1676,SPLUS-s02s09,335.5458333,-1.359166667
1677,SPLUS-s02s10,336.9041667,-1.359166667
1678,SPLUS-s02s11,338.2625,-1.359166667
1679,SPLUS-s02s12,339.6208333,-1.359166667
1680,SPLUS-s02s13,340.9791667,-1.359166667
1681,SPLUS-s02s14,342.3416667,-1.359166667
1682,SPLUS-s02s15,343.7,-1.359166667
1683,SPLUS-s02s16,345.0583333,-1.359166667
1684,SPLUS-s02s17,346.4166667,-1.359166667
1685,SPLUS-s02s18,347.775,-1.359166667
1686,SPLUS-s02s19,349.1333333,-1.359166667
1687,SPLUS-s02s20,350.4916667,-1.359166667
1688,SPLUS-s02s21,351.85,-1.359166667
1689,SPLUS-s02s22,353.2083333,-1.359166667
1690,SPLUS-s02s23,354.5666667,-1.359166667
1691,SPLUS-s02s24,355.925,-1.359166667
1692,SPLUS-s02s25,357.2833333,-1.359166667
1693,SPLUS-s02s26,358.6416667,-1.359166667
1694,SPLUS-s03s01,324.6791667,-2.717222222
1695,SPLUS-s03s02,326.0375,-2.717222222
1696,SPLUS-s03s03,327.3958333,-2.717222222
1697,SPLUS-s03s04,328.7541667,-2.717222222
1698,SPLUS-s03s05,330.1125,-2.717222222
1699,SPLUS-s04s05,330.1125,-4.073611111
1700,SPLUS-s04s06,331.4708333,-4.073611111
1701,SPLUS-s04s07,332.8291667,-4.073611111
1702,SPLUS-s05s05,330.0,-5.428888889
1703,SPLUS-s05s06,331.3625,-5.428888889
1704,SPLUS-s05s07,332.7291667,-5.428888889
1705,SPLUS-s06s04,328.6375,-6.7825
1706,SPLUS-s06s05,330.0,-6.7825
