,field,ra,dec
3040,STRIPE82-0161,352.9125,-0.7
3041,STRIPE82-0162,352.9125,0.7
3042,STRIPE82-0163,354.3291667,-0.7
3043,STRIPE82-0164,354.3291667,0.7
3044,STRIPE82-0165,355.75,-0.7
3045,STRIPE82-0166,355.75,0.7
3046,STRIPE82-0167,357.1666667,-0.7
3047,STRIPE82-0168,357.1666667,0.7
3048,STRIPE82-0169,358.5833333,-0.7
3049,STRIPE82-0170,358.5833333,0.7
