TILEID,SURVEY,PROGRAM,FAPRGRM,FAFLAVOR,NEXP,EXPTIME,TILERA,TILEDEC,EFFTIME_ETC,EFFTIME_SPEC,EFFTIME_GFA,GOALTIME,OBSSTATUS,LRG_EFFTIME_DARK,ELG_EFFTIME_DARK,BGS_EFFTIME_BRIGHT,LYA_EFFTIME_DARK,GOALTYPE,MINTFRAC,LASTNIGHT
1271,main,dark,dark,maindark,1,1561.5,169.051,-1.369,1006.3,1042.4,0.0,1000.0,obsend,1042.4,1131.4,1002.6,842.9,dark,0.85,20220309
6293,main,dark,dark,maindark,1,984.2,204.914,-1.949,1007.4,990.7,0.0,1000.0,obsend,990.7,1044.1,944.5,1198.4,dark,0.85,20220309
4412,main,dark,dark,maindark,1,1334.2,174.352,-1.825,1010.0,1115.1,0.0,1000.0,obsend,1115.1,1210.2,1074.1,1120.6,dark,0.85,20220309
6168,main,dark,dark,maindark,1,919.6,177.347,1.96,1007.8,962.6,0.0,1000.0,obsend,962.6,1056.8,924.4,1050.8,dark,0.85,20220309
4730,main,dark,dark,maindark,1,856.4,186.986,-0.771,1007.2,963.2,0.0,1000.0,obsend,963.2,1013.4,923.7,1220.1,dark,0.85,20220309
7369,main,dark,dark,maindark,1,954.6,214.806,-1.139,1005.9,963.4,0.0,1000.0,obsend,963.4,1002.8,912.8,1109.0,dark,0.85,20220309
5256,main,dark,dark,maindark,1,951.7,185.821,2.357,1014.4,900.2,0.0,1000.0,obsend,900.2,947.6,882.5,1209.5,dark,0.85,20220309
10367,main,dark,dark,maindark,3,3423.7,143.977,-7.172,1004.5,1224.1,0.0,1000.0,obsend,1224.1,1344.7,1198.5,681.5,dark,0.85,20220309
10359,main,dark,dark,maindark,2,2453.6,133.978,-6.226,1005.3,1381.7,0.0,1000.0,obsend,1381.7,1473.9,1348.0,979.7,dark,0.85,20220309
8928,main,dark,dark,maindark,1,916.6,207.445,1.059,1005.2,995.0,0.0,1000.0,obsend,995.0,1038.6,947.5,1215.5,dark,0.85,20220309
7720,main,dark,dark,maindark,1,1150.6,179.803,-2.653,1010.8,934.6,0.0,1000.0,obsend,934.6,994.0,912.7,1068.9,dark,0.85,20220309
2664,main,dark,dark,maindark,1,914.8,222.124,-0.968,1009.3,963.7,0.0,1000.0,obsend,963.7,1006.8,911.3,1151.2,dark,0.85,20220309
7359,main,dark,dark,maindark,1,940.8,230.17,0.163,1008.3,985.1,0.0,1000.0,obsend,985.1,1048.3,923.8,1113.0,dark,0.85,20220309
5976,main,dark,dark,maindark,1,1723.2,163.143,-1.907,1003.6,1066.6,0.0,1000.0,obsend,1066.6,1183.3,1019.9,756.5,dark,0.85,20220309
8774,main,dark,dark,maindark,2,2158.1,153.192,1.525,1003.0,1140.3,0.0,1000.0,obsend,1140.3,1250.3,1103.0,703.2,dark,0.85,20220309
8372,main,dark,dark,maindark,1,877.9,196.183,-1.908,1006.9,941.7,0.0,1000.0,obsend,941.7,987.5,900.6,1088.5,dark,0.85,20220309
8789,main,dark,dark,maindark,2,2076.5,140.091,-4.927,1002.7,1177.4,0.0,1000.0,obsend,1177.4,1283.7,1143.0,794.3,dark,0.85,20220309
23354,main,bright,bright,mainbright,2,857.0,241.717,4.846,192.2,184.5,0.0,180.0,obsend,175.0,218.4,184.5,136.6,bright,0.85,20220309
3684,main,dark,dark,maindark,1,969.5,202.186,1.498,1011.1,956.5,0.0,1000.0,obsend,956.5,995.1,919.1,1186.3,dark,0.85,20220309
3682,main,dark,dark,maindark,1,959.5,198.875,1.922,1006.8,959.7,0.0,1000.0,obsend,959.7,1004.4,917.6,1149.6,dark,0.85,20220309
9293,main,dark,dark,maindark,1,1398.0,159.229,1.842,1010.0,1096.1,0.0,1000.0,obsend,1096.1,1225.0,1038.2,868.2,dark,0.85,20220309
7362,main,dark,dark,maindark,1,999.0,226.764,0.541,1011.7,998.7,0.0,1000.0,obsend,998.7,1058.7,941.7,1157.9,dark,0.85,20220309
2129,main,dark,dark,maindark,1,754.3,190.948,1.368,1005.4,890.8,0.0,1000.0,obsend,890.8,945.3,851.8,1102.1,dark,0.85,20220309
7355,main,dark,dark,maindark,1,833.9,218.179,-1.49,1013.1,910.2,0.0,1000.0,obsend,910.2,951.0,866.0,1224.6,dark,0.85,20220309
22933,main,bright,bright,mainbright,1,647.6,125.931,13.482,181.9,194.4,0.0,180.0,obsend,189.4,229.8,194.4,145.2,bright,0.85,20220309
5786,main,dark,dark,maindark,1,776.2,215.739,2.284,1010.9,907.5,0.0,1000.0,obsend,907.5,953.9,866.8,1228.3,dark,0.85,20220309
24956,main,bright,bright,mainbright,1,1782.2,242.057,3.817,180.3,235.9,0.0,180.0,obsend,239.4,258.9,235.9,114.5,bright,0.85,20220310
40236,main,backup,backup,mainbackup,3,1812.4,226.262,-0.651,49.1,56.4,0.0,60.0,obsend,61.1,63.4,63.6,32.3,backup,0.85,20220310
23569,main,bright,bright,mainbright,2,1940.6,246.92,-0.1,186.7,202.2,0.0,180.0,obsend,194.4,238.1,202.2,135.6,bright,0.85,20220310
24635,main,bright,bright,mainbright,1,539.3,153.194,4.058,181.7,221.2,0.0,180.0,obsend,222.5,255.1,221.2,151.7,bright,0.85,20220311
5257,main,dark,dark,maindark,2,2305.0,189.15,1.771,1002.7,1148.9,0.0,1000.0,obsend,1148.9,1305.5,1115.1,840.3,dark,0.85,20220311
21556,main,bright,bright,mainbright,1,925.6,146.201,-7.159,181.1,241.5,0.0,180.0,obsend,245.1,281.1,241.5,129.3,bright,0.85,20220311
7247,main,dark,dark,maindark,3,3459.0,158.553,1.61,1001.0,1247.8,0.0,1000.0,obsend,1247.8,1445.1,1213.8,746.2,dark,0.85,20220311
4252,main,dark,dark,maindark,1,900.5,211.56,1.768,1004.8,972.9,0.0,1000.0,obsend,972.9,1048.3,914.7,1122.1,dark,0.85,20220311
24660,main,bright,bright,mainbright,1,1041.0,141.534,-5.878,182.2,256.8,0.0,180.0,obsend,257.3,295.4,256.8,163.9,bright,0.85,20220311
7382,main,dark,dark,maindark,1,1232.5,220.124,1.282,1007.9,1056.5,0.0,1000.0,obsend,1056.5,1140.2,996.7,1194.0,dark,0.85,20220311
5246,main,dark,dark,maindark,1,1694.2,196.248,0.92,1003.7,1164.8,0.0,1000.0,obsend,1164.8,1335.8,1116.1,1103.2,dark,0.85,20220311
4418,main,dark,dark,maindark,2,2301.3,167.703,-0.905,1003.6,1213.9,0.0,1000.0,obsend,1213.9,1419.9,1168.0,848.5,dark,0.85,20220311
5695,main,dark,dark,maindark,1,1067.2,203.683,1.156,1006.6,987.7,0.0,1000.0,obsend,987.7,1098.2,954.2,1247.9,dark,0.85,20220311
24646,main,bright,bright,mainbright,1,819.5,145.745,-0.693,181.5,233.4,0.0,180.0,obsend,237.5,277.6,233.4,130.0,bright,0.85,20220311
2665,main,dark,dark,maindark,1,1441.6,225.44,-1.359,1003.2,1062.1,0.0,1000.0,obsend,1062.1,1167.7,997.5,1151.1,dark,0.85,20220311
21820,main,bright,bright,mainbright,2,1105.3,241.796,29.832,162.1,181.0,0.0,180.0,obsend,178.2,215.3,181.0,91.8,bright,0.85,20220311
4246,main,dark,dark,maindark,1,1029.6,214.879,1.323,1012.6,1018.3,0.0,1000.0,obsend,1018.3,1094.6,962.0,1216.9,dark,0.85,20220311
2680,main,dark,dark,maindark,1,1080.5,210.117,-2.414,1011.4,978.3,0.0,1000.0,obsend,978.3,1068.0,930.2,1127.8,dark,0.85,20220311
11485,main,dark,dark,maindark,1,1340.8,200.06,0.689,1003.4,1060.3,0.0,1000.0,obsend,1060.3,1203.4,1018.0,1147.0,dark,0.85,20220311
21558,main,bright,bright,mainbright,1,874.2,148.344,-4.333,182.9,248.1,0.0,180.0,obsend,251.8,289.1,248.1,137.0,bright,0.85,20220311
25988,main,bright,bright,mainbright,1,1151.8,117.159,76.234,180.7,255.5,0.0,180.0,obsend,254.8,297.2,255.5,161.3,bright,0.85,20220311
7360,main,dark,dark,maindark,2,1378.8,233.42,0.904,1048.6,1027.2,0.0,1000.0,obsend,1027.2,1111.8,991.2,1009.9,dark,0.85,20220311
20580,main,bright,bright,mainbright,1,572.7,185.424,-0.714,182.7,214.5,0.0,180.0,obsend,216.2,240.8,214.5,132.7,bright,0.85,20220311
23086,main,bright,bright,mainbright,1,578.2,151.283,8.822,182.8,226.1,0.0,180.0,obsend,227.3,261.6,226.1,157.8,bright,0.85,20220311
21298,main,bright,bright,mainbright,1,1135.0,144.593,70.709,181.4,267.6,0.0,180.0,obsend,275.7,331.9,267.6,137.2,bright,0.85,20220311
21291,main,bright,bright,mainbright,1,766.7,132.269,76.442,181.1,249.6,0.0,180.0,obsend,251.9,287.6,249.6,156.6,bright,0.85,20220311
21563,main,bright,bright,mainbright,1,925.3,145.012,-3.955,181.7,244.8,0.0,180.0,obsend,245.3,277.4,244.8,150.6,bright,0.85,20220311
9257,main,dark,dark,maindark,3,3083.1,173.67,-3.424,1002.0,1206.6,0.0,1000.0,obsend,1206.6,1392.8,1173.6,756.5,dark,0.85,20220311
4227,main,dark,dark,maindark,2,1644.3,216.184,-1.749,1007.8,1011.1,0.0,1000.0,obsend,1011.1,1132.6,986.2,995.0,dark,0.85,20220312
10822,main,dark,dark,maindark,2,2129.3,178.423,-2.434,1002.9,1230.0,0.0,1000.0,obsend,1230.0,1464.7,1194.1,853.5,dark,0.85,20220312
2679,main,dark,dark,maindark,2,2087.6,211.444,-5.477,1007.6,1100.9,0.0,1000.0,obsend,1100.9,1265.9,1077.6,964.8,dark,0.85,20220312
24966,main,bright,bright,mainbright,1,1060.7,159.066,-7.213,181.1,256.3,0.0,180.0,obsend,253.7,292.6,256.3,160.1,bright,0.85,20220312
24965,main,bright,bright,mainbright,1,892.2,162.401,-7.66,182.2,246.6,0.0,180.0,obsend,247.5,287.8,246.6,130.6,bright,0.85,20220312
25119,main,bright,bright,mainbright,2,963.9,245.402,3.854,196.9,175.7,0.0,180.0,obsend,166.9,204.4,175.7,133.7,bright,0.85,20220312
24977,main,bright,bright,mainbright,1,1082.7,161.111,-4.557,180.8,248.0,0.0,180.0,obsend,249.7,295.4,248.0,125.8,bright,0.85,20220312
24968,main,bright,bright,mainbright,1,589.2,167.753,-5.429,181.6,225.7,0.0,180.0,obsend,228.2,272.3,225.7,135.7,bright,0.85,20220312
4232,main,dark,dark,maindark,2,1667.1,230.28,2.125,996.0,1015.0,0.0,1000.0,obsend,1015.0,1091.3,984.6,978.5,dark,0.85,20220312
25997,main,bright,bright,mainbright,1,996.7,151.94,74.443,181.4,263.6,0.0,180.0,obsend,263.5,309.2,263.6,155.8,bright,0.85,20220312
6278,main,dark,dark,maindark,2,2142.2,186.027,-2.009,1001.6,1190.0,0.0,1000.0,obsend,1190.0,1415.9,1153.3,842.9,dark,0.85,20220312
41789,main,backup,backup,mainbackup,1,606.1,125.235,-23.362,48.4,67.0,0.0,60.0,obsend,57.2,65.0,58.5,28.1,backup,0.85,20220312
22052,main,bright,bright,mainbright,1,636.6,163.727,1.006,181.6,241.0,0.0,180.0,obsend,242.9,292.2,241.0,150.4,bright,0.85,20220312
20271,main,bright,bright,mainbright,1,614.1,169.051,-1.369,182.7,225.7,0.0,180.0,obsend,226.9,266.4,225.7,134.6,bright,0.85,20220312
11493,main,dark,dark,maindark,2,2187.4,204.771,-2.688,1001.6,1175.0,0.0,1000.0,obsend,1175.0,1392.6,1127.9,810.3,dark,0.85,20220312
4409,main,dark,dark,maindark,2,2476.0,171.018,-1.368,1003.7,1222.7,0.0,1000.0,obsend,1222.7,1462.9,1192.0,852.9,dark,0.85,20220312
2673,main,dark,dark,maindark,1,1264.2,224.12,1.707,1007.9,996.5,0.0,1000.0,obsend,996.5,1079.5,944.9,1094.2,dark,0.85,20220312
22050,main,bright,bright,mainbright,1,1060.3,162.504,4.112,180.8,263.0,0.0,180.0,obsend,262.6,308.7,263.0,156.6,bright,0.85,20220312
26021,main,bright,bright,mainbright,1,1098.6,155.856,71.309,180.6,283.5,0.0,180.0,obsend,286.3,343.9,283.5,150.6,bright,0.85,20220312
22043,main,bright,bright,mainbright,1,667.0,165.813,3.627,182.7,238.1,0.0,180.0,obsend,240.3,285.2,238.1,141.4,bright,0.85,20220312
4723,main,dark,dark,maindark,2,2099.9,197.536,-2.16,1003.9,1197.0,0.0,1000.0,obsend,1197.0,1421.1,1153.3,823.2,dark,0.85,20220312
2667,main,dark,dark,maindark,2,2008.9,228.852,-1.803,1001.7,1172.2,0.0,1000.0,obsend,1172.2,1322.6,1090.5,845.4,dark,0.85,20220312
22044,main,bright,bright,mainbright,1,612.9,164.592,6.735,181.6,244.2,0.0,180.0,obsend,245.4,291.7,244.2,160.9,bright,0.85,20220312
42394,main,backup,backup,mainbackup,2,1012.9,194.281,0.917,55.9,73.6,0.0,60.0,obsend,78.4,87.0,80.2,41.2,backup,0.85,20220313
24798,main,bright,bright,mainbright,1,547.2,234.451,3.674,183.7,191.7,0.0,180.0,obsend,190.1,209.6,191.7,169.5,bright,0.85,20220313
40530,main,backup,backup,mainbackup,4,2361.2,167.603,-12.842,48.3,71.7,0.0,60.0,obsend,83.1,96.2,83.2,31.3,backup,0.85,20220313
23268,main,bright,bright,mainbright,1,1385.2,208.252,2.218,180.8,231.0,0.0,180.0,obsend,231.2,264.7,231.0,140.3,bright,0.85,20220313
42397,main,backup,backup,mainbackup,2,1000.0,190.948,1.368,56.8,72.3,0.0,60.0,obsend,73.5,82.8,75.3,41.3,backup,0.85,20220313
42641,main,backup,backup,mainbackup,1,605.6,125.498,82.208,9.9,16.3,0.0,60.0,obsstart,20.3,22.6,20.8,6.8,backup,0.85,20220313
41243,main,backup,backup,mainbackup,5,3022.2,105.546,-23.95,36.5,53.7,0.0,60.0,obsend,66.2,77.2,66.1,16.5,backup,0.85,20220313
25141,main,bright,bright,mainbright,2,945.9,245.232,7.187,189.7,180.8,0.0,180.0,obsend,174.3,212.0,180.8,123.8,bright,0.85,20220313
24983,main,bright,bright,mainbright,1,1031.5,182.252,-1.569,132.7,170.2,0.0,180.0,obsend,168.7,197.0,170.2,117.1,bright,0.85,20220313
22684,main,bright,bright,mainbright,1,1335.8,202.186,1.498,180.8,240.1,0.0,180.0,obsend,240.2,277.5,240.1,153.0,bright,0.85,20220313
24611,main,bright,bright,mainbright,2,2156.6,69.862,-8.145,150.6,203.9,0.0,180.0,obsend,205.8,257.3,203.9,97.2,bright,0.85,20220313
24810,main,bright,bright,mainbright,1,1088.5,212.383,2.784,181.6,232.8,0.0,180.0,obsend,233.2,266.8,232.8,148.9,bright,0.85,20220313
24984,main,bright,bright,mainbright,1,1157.3,178.926,-0.981,181.3,237.9,0.0,180.0,obsend,236.1,273.9,237.9,167.0,bright,0.85,20220313
24246,main,bright,bright,mainbright,1,1519.8,196.248,0.92,181.5,241.3,0.0,180.0,obsend,240.5,277.9,241.3,154.9,bright,0.85,20220313
22014,main,bright,bright,mainbright,1,1332.3,175.858,2.093,180.5,247.7,0.0,180.0,obsend,247.4,290.9,247.7,164.1,bright,0.85,20220313
24960,main,bright,bright,mainbright,1,569.9,236.077,6.593,185.0,186.0,0.0,180.0,obsend,184.7,198.8,186.0,164.0,bright,0.85,20220313
21670,main,bright,bright,mainbright,1,728.6,230.786,1.924,183.7,202.9,0.0,180.0,obsend,200.7,225.5,202.9,175.2,bright,0.85,20220313
21668,main,bright,bright,mainbright,2,1596.7,227.515,1.255,155.2,205.3,0.0,180.0,obsend,204.1,222.1,205.3,108.2,bright,0.85,20220313
21667,main,bright,bright,mainbright,1,1454.8,228.852,-1.803,180.6,244.9,0.0,180.0,obsend,250.2,295.6,244.9,145.5,bright,0.85,20220313
23251,main,bright,bright,mainbright,2,1620.7,216.94,3.951,181.1,234.6,0.0,180.0,obsend,234.0,268.4,234.6,125.0,bright,0.85,20220313
22890,main,bright,bright,mainbright,1,1179.7,175.328,75.956,181.3,280.1,0.0,180.0,obsend,283.7,344.6,280.1,141.3,bright,0.85,20220314
22885,main,bright,bright,mainbright,1,730.6,105.792,68.469,182.3,254.4,0.0,180.0,obsend,254.2,306.7,254.4,165.0,bright,0.85,20220314
22889,main,bright,bright,mainbright,1,1114.4,164.595,74.087,181.0,285.5,0.0,180.0,obsend,290.3,353.7,285.5,155.0,bright,0.85,20220314
23264,main,bright,bright,mainbright,1,570.5,231.943,6.833,183.7,236.1,0.0,180.0,obsend,236.2,271.8,236.1,202.1,bright,0.85,20220314
20640,main,bright,bright,mainbright,1,855.2,188.214,58.079,182.0,256.9,0.0,180.0,obsend,256.6,307.8,256.9,169.5,bright,0.85,20220314
22859,main,bright,bright,mainbright,1,1112.0,123.969,71.485,180.7,256.8,0.0,180.0,obsend,253.4,301.6,256.8,165.7,bright,0.85,20220314
21657,main,bright,bright,mainbright,1,1209.9,216.804,-3.231,180.5,254.4,0.0,180.0,obsend,258.6,310.4,254.4,132.8,bright,0.85,20220314
20643,main,bright,bright,mainbright,1,942.7,178.881,65.783,181.3,258.2,0.0,180.0,obsend,257.0,309.8,258.2,184.0,bright,0.85,20220314
21666,main,bright,bright,mainbright,1,1071.9,226.774,-4.419,180.8,252.1,0.0,180.0,obsend,259.9,317.1,252.1,119.7,bright,0.85,20220314
23721,main,bright,bright,mainbright,1,1099.9,186.357,-6.225,180.9,263.6,0.0,180.0,obsend,265.3,323.9,263.6,160.7,bright,0.85,20220314
21663,main,bright,bright,mainbright,1,859.0,213.469,-2.81,180.7,248.5,0.0,180.0,obsend,251.8,300.6,248.5,142.4,bright,0.85,20220314
21305,main,bright,bright,mainbright,1,737.0,115.575,69.042,180.6,243.0,0.0,180.0,obsend,242.5,291.3,243.0,154.0,bright,0.85,20220314
24694,main,bright,bright,mainbright,1,973.4,182.858,70.345,180.7,253.2,0.0,180.0,obsend,251.9,299.7,253.2,161.9,bright,0.85,20220314
24424,main,bright,bright,mainbright,1,1030.3,134.195,73.012,181.5,262.3,0.0,180.0,obsend,261.9,311.0,262.3,152.7,bright,0.85,20220314
21679,main,bright,bright,mainbright,1,727.3,211.444,-5.477,182.8,246.4,0.0,180.0,obsend,247.6,292.5,246.4,158.5,bright,0.85,20220314
24915,main,bright,bright,mainbright,1,519.1,241.069,11.079,181.4,182.6,0.0,180.0,obsend,178.5,193.8,182.6,173.7,bright,0.85,20220314
20659,main,bright,bright,mainbright,1,866.4,186.727,66.899,181.4,245.2,0.0,180.0,obsend,245.6,299.0,245.2,157.5,bright,0.85,20220314
21690,main,bright,bright,mainbright,1,931.3,208.096,-5.073,182.6,253.3,0.0,180.0,obsend,255.5,302.7,253.3,144.4,bright,0.85,20220314
25817,main,bright,bright,mainbright,1,833.7,192.457,5.674,181.3,251.2,0.0,180.0,obsend,252.0,303.7,251.2,167.4,bright,0.85,20220314
25814,main,bright,bright,mainbright,1,874.2,195.801,5.21,181.4,251.8,0.0,180.0,obsend,253.0,304.5,251.8,162.9,bright,0.85,20220314
23728,main,bright,bright,mainbright,1,799.9,204.165,-3.063,182.1,245.4,0.0,180.0,obsend,247.1,295.5,245.4,153.0,bright,0.85,20220314
26027,main,bright,bright,mainbright,1,1013.0,165.611,70.331,181.6,278.0,0.0,180.0,obsend,275.4,324.2,278.0,195.8,bright,0.85,20220314
26029,main,bright,bright,mainbright,1,842.4,174.218,72.211,180.9,256.8,0.0,180.0,obsend,254.3,303.0,256.8,187.2,bright,0.85,20220314
25336,main,bright,bright,mainbright,1,958.1,186.435,61.616,182.4,245.3,0.0,180.0,obsend,244.7,292.8,245.3,162.5,bright,0.85,20220314
24928,main,bright,bright,mainbright,1,579.2,234.353,9.688,182.1,211.1,0.0,180.0,obsend,210.0,240.3,211.1,180.0,bright,0.85,20220314
24917,main,bright,bright,mainbright,1,536.7,241.933,7.852,182.2,189.2,0.0,180.0,obsend,185.3,204.5,189.2,189.8,bright,0.85,20220314
24778,main,bright,bright,mainbright,1,1123.5,221.462,-4.448,181.6,251.9,0.0,180.0,obsend,256.2,304.5,251.9,125.1,bright,0.85,20220314
24762,main,bright,bright,mainbright,1,934.5,184.506,73.645,181.0,251.9,0.0,180.0,obsend,253.1,308.8,251.9,150.5,bright,0.85,20220314
25282,main,bright,bright,mainbright,1,874.5,196.216,-3.607,182.1,258.7,0.0,180.0,obsend,260.0,313.0,258.7,164.7,bright,0.85,20220314
24916,main,bright,bright,mainbright,1,653.8,239.324,5.747,181.2,204.9,0.0,180.0,obsend,203.1,230.3,204.9,178.1,bright,0.85,20220314
21348,main,bright,bright,mainbright,1,847.5,171.845,67.634,181.8,248.4,0.0,180.0,obsend,243.7,281.1,248.4,202.0,bright,0.85,20220314
22700,main,bright,bright,mainbright,1,820.2,200.162,-1.157,181.4,240.6,0.0,180.0,obsend,240.7,285.0,240.6,157.7,bright,0.85,20220314
23238,main,bright,bright,mainbright,1,694.6,229.01,5.212,181.3,226.2,0.0,180.0,obsend,227.1,264.0,226.2,156.6,bright,0.85,20220314
25274,main,bright,bright,mainbright,1,976.6,189.477,-2.556,182.5,253.1,0.0,180.0,obsend,253.5,306.3,253.1,157.5,bright,0.85,20220314
24478,main,bright,bright,mainbright,1,883.9,100.631,65.723,181.5,271.1,0.0,180.0,obsend,273.8,337.8,271.1,156.7,bright,0.85,20220314
25117,main,bright,bright,mainbright,1,708.6,248.219,5.66,181.2,193.4,0.0,180.0,obsend,189.3,238.1,193.4,134.3,bright,0.85,20220315
24924,main,bright,bright,mainbright,2,944.0,244.4,10.422,190.1,193.8,0.0,180.0,obsend,185.1,212.1,193.8,150.2,bright,0.85,20220315
41646,main,backup,backup,mainbackup,2,1207.6,190.056,61.284,43.1,68.3,0.0,60.0,obsend,68.3,80.5,70.0,51.2,backup,0.85,20220315
24955,main,bright,bright,mainbright,1,469.9,244.648,13.751,183.0,209.3,0.0,180.0,obsend,205.6,239.1,209.3,209.0,bright,0.85,20220315
40233,main,backup,backup,mainbackup,1,348.7,219.555,0.323,62.2,80.1,0.0,60.0,obsend,60.4,70.0,62.7,55.0,backup,0.85,20220315
42174,main,backup,backup,mainbackup,1,268.1,110.856,56.776,62.0,73.1,0.0,60.0,obsend,60.6,71.7,61.8,34.4,backup,0.85,20220315
20639,main,bright,bright,mainbright,1,1131.6,194.462,58.739,180.4,240.4,0.0,180.0,obsend,234.8,282.1,240.4,240.3,bright,0.85,20220315
23190,main,bright,bright,mainbright,1,1073.9,194.175,69.667,181.2,247.4,0.0,180.0,obsend,245.5,296.8,247.4,201.4,bright,0.85,20220315
21330,main,bright,bright,mainbright,1,1193.9,148.442,67.666,181.3,280.6,0.0,180.0,obsend,288.7,365.4,280.6,137.8,bright,0.85,20220315
41070,main,backup,backup,mainbackup,1,256.8,251.84,0.962,62.3,60.7,0.0,60.0,obsend,51.7,58.8,52.6,29.4,backup,0.85,20220315
42915,main,backup,backup,mainbackup,1,603.7,249.068,-3.224,47.5,60.1,0.0,60.0,obsend,57.6,70.6,56.6,21.9,backup,0.85,20220315
40241,main,backup,backup,mainbackup,2,1208.9,231.619,2.923,55.7,71.1,0.0,60.0,obsend,68.4,72.3,71.7,59.5,backup,0.85,20220315
21326,main,bright,bright,mainbright,1,918.9,156.897,66.945,181.0,281.9,0.0,180.0,obsend,283.1,348.9,281.9,193.4,bright,0.85,20220315
20644,main,bright,bright,mainbright,1,1181.7,171.795,64.295,180.5,241.0,0.0,180.0,obsend,234.0,277.7,241.0,239.1,bright,0.85,20220315
20642,main,bright,bright,mainbright,1,981.4,192.303,64.461,181.2,246.8,0.0,180.0,obsend,245.2,296.5,246.8,197.7,bright,0.85,20220315
40280,main,backup,backup,mainbackup,2,855.5,235.521,1.876,57.8,65.9,0.0,60.0,obsend,66.9,72.5,68.7,37.7,backup,0.85,20220315
41039,main,backup,backup,mainbackup,1,224.2,248.616,0.084,61.5,61.8,0.0,60.0,obsend,51.5,58.8,52.6,32.4,backup,0.85,20220315
40258,main,backup,backup,mainbackup,2,1208.9,208.809,-4.001,26.2,40.5,0.0,60.0,obsstart,35.1,37.3,37.4,38.3,backup,0.85,20220315
40237,main,backup,backup,mainbackup,4,2229.5,224.991,2.435,53.6,74.8,0.0,60.0,obsend,69.5,75.2,72.8,50.9,backup,0.85,20220315
40240,main,backup,backup,mainbackup,2,902.3,232.882,-0.167,58.7,73.3,0.0,60.0,obsend,61.9,71.5,63.0,38.7,backup,0.85,20220315
24480,main,bright,bright,mainbright,1,1321.0,133.924,64.029,180.4,280.2,0.0,180.0,obsend,285.3,358.9,280.2,154.2,bright,0.85,20220315
21633,main,bright,bright,mainbright,2,1927.3,188.616,77.276,180.6,305.5,0.0,180.0,obsend,303.5,360.0,305.5,190.1,bright,0.85,20220315
40221,main,backup,backup,mainbackup,3,1817.9,214.197,-1.841,52.9,84.8,0.0,60.0,obsend,85.2,96.4,88.1,51.8,backup,0.85,20220316
41652,main,backup,backup,mainbackup,2,1095.6,192.303,64.461,60.2,91.4,0.0,60.0,obsend,74.5,87.1,78.6,71.1,backup,0.85,20220316
41654,main,backup,backup,mainbackup,2,1192.5,171.795,64.295,45.7,69.8,0.0,60.0,obsend,85.3,102.4,85.6,31.0,backup,0.85,20220316
41662,main,backup,backup,mainbackup,1,601.4,199.777,49.94,54.3,82.5,0.0,60.0,obsend,74.3,87.4,77.0,51.7,backup,0.85,20220316
41658,main,backup,backup,mainbackup,1,604.1,186.876,54.818,54.4,88.3,0.0,60.0,obsend,78.0,91.4,81.0,54.7,backup,0.85,20220316
42666,main,backup,backup,mainbackup,3,1814.0,164.729,65.811,46.1,72.4,0.0,60.0,obsend,89.4,106.2,90.7,30.6,backup,0.85,20220316
40226,main,backup,backup,mainbackup,2,1204.5,216.25,0.79,58.7,89.5,0.0,60.0,obsend,73.4,84.9,77.5,74.7,backup,0.85,20220316
42517,main,backup,backup,mainbackup,1,592.1,202.458,46.977,60.8,90.4,0.0,60.0,obsend,78.9,93.5,81.8,57.4,backup,0.85,20220316
40227,main,backup,backup,mainbackup,3,1384.3,212.944,1.252,55.0,80.8,0.0,60.0,obsend,67.5,74.4,71.7,67.6,backup,0.85,20220316
24914,main,bright,bright,mainbright,1,1638.9,238.443,8.968,180.6,277.5,0.0,180.0,obsend,278.0,335.4,277.5,157.6,bright,0.85,20220316
41655,main,backup,backup,mainbackup,2,1042.2,196.971,61.838,61.1,95.9,0.0,60.0,obsend,78.2,91.4,82.3,72.5,backup,0.85,20220316
41647,main,backup,backup,mainbackup,1,602.0,196.216,52.897,58.3,92.8,0.0,60.0,obsend,82.6,97.3,85.4,55.8,backup,0.85,20220316
21781,main,bright,bright,mainbright,1,1441.1,235.493,13.612,180.5,285.6,0.0,180.0,obsend,285.2,344.6,285.6,170.9,bright,0.85,20220316
40069,main,backup,backup,mainbackup,1,601.4,180.0,69.094,30.6,50.8,0.0,60.0,obsstart,53.3,62.8,54.7,25.2,backup,0.85,20220316
24800,main,bright,bright,mainbright,2,2161.6,224.43,3.872,181.0,286.2,0.0,180.0,obsend,281.9,339.7,286.2,167.3,bright,0.85,20220316
41489,main,backup,backup,mainbackup,1,609.4,117.246,3.034,45.9,66.6,0.0,60.0,obsend,62.0,72.9,64.3,36.7,backup,0.85,20220316
41605,main,backup,backup,mainbackup,1,601.1,176.727,55.759,46.2,70.8,0.0,60.0,obsend,66.0,78.6,68.2,42.6,backup,0.85,20220316
41610,main,backup,backup,mainbackup,1,602.8,181.336,53.742,52.1,82.5,0.0,60.0,obsend,73.8,87.3,76.2,51.3,backup,0.85,20220316
41487,main,backup,backup,mainbackup,1,605.6,114.598,5.076,42.7,62.2,0.0,60.0,obsend,59.1,70.1,61.0,31.9,backup,0.85,20220316
41613,main,backup,backup,mainbackup,1,607.5,166.375,55.83,37.2,59.3,0.0,60.0,obsend,51.1,58.7,53.9,39.6,backup,0.85,20220316
